,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0004559457302093506,0.0015652775764465332,0.9873046875,0.010711431503295898,,,,,,,
sub-tree-avg,,,0.0016789436340332031,,7.37607479095459e-06,0.0011404752731323242,7.899105548858643e-05,0.0002564042806625366,0.983642578125,0.013106346130371094,5.620718002319336e-05
