,dress,shirt,pant,jacket
parent-tree-avg,0.6820068359375,0.232635498046875,0.0608978271484375,0.024466514587402344
sub-tree-avg,0.6820068359375,0.232635498046875,0.0608978271484375,0.024466514587402344
