,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.00824594497680664,0.005528926849365234,0.9796142578125,0.006604671478271484,,,,,,,
sub-tree-avg,,,0.016407012939453125,,0.061908721923828125,0.0036139488220214844,9.59634780883789e-05,0.004195213317871094,0.898193359375,0.00623011589050293,0.00934600830078125
