,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.1112060546875,0.8887939453125,,,,,
sub-tree-avg,,,0.004212021827697754,0.947021484375,0.0033500194549560547,0.03931999206542969,0.0060836076736450195
