,dress,shirt,pant,jacket
parent-tree-avg,0.4038238525390625,0.3550071716308594,0.007277488708496094,0.23386693000793457
sub-tree-avg,0.4038238525390625,0.3550071716308594,0.007277488708496094,0.23386693000793457
