,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.01638007164001465,0.031917572021484375,0.9381103515625,0.013560295104980469,,,,,,,
sub-tree-avg,,,0.0016794800758361816,,3.5762786865234375e-05,0.0005716085433959961,0.00013998150825500488,0.0004926323890686035,0.9512939453125,0.04516410827636719,0.0005897879600524902
