,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.03241157531738281,0.967529296875,,,,,
sub-tree-avg,,,0.008557319641113281,0.8851318359375,0.09166145324707031,0.014067649841308594,0.0006032437086105347
