,dress,shirt,pant,jacket
parent-tree-avg,0.8516845703125,0.018081188201904297,0.095489501953125,0.03467226028442383
sub-tree-avg,0.8516845703125,0.018081188201904297,0.095489501953125,0.03467226028442383
