,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.10139846801757812,0.8985595703125,,,,,
sub-tree-avg,,,0.027309417724609375,0.8497314453125,0.061557769775390625,0.0482635498046875,0.012991845607757568
