,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.09220504760742188,0.22643280029296875,0.671234130859375,0.010143280029296875,,,,,,,
sub-tree-avg,,,0.01267385482788086,,0.000685572624206543,0.003087759017944336,0.0015885084867477417,0.017837047576904297,0.740966796875,0.09818267822265625,0.12512969970703125
