,longsleeve,shortsleeve,t-shirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.8189697265625,0.1811065673828125,,,,
sub-tree-avg,,,0.1822357177734375,0.047271728515625,0.1911773681640625,0.5792999267578125
