,dress,shirt,pant,jacket
parent-tree-avg,0.678955078125,0.1977691650390625,0.0509490966796875,0.07240265607833862
sub-tree-avg,0.678955078125,0.1977691650390625,0.0509490966796875,0.07240265607833862
