,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.06890869140625,0.93115234375,,,,,
sub-tree-avg,,,0.01723003387451172,0.920166015625,0.03191566467285156,0.019838571548461914,0.010879099369049072
