,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0005327612161636353,0.007765293121337891,0.9908447265625,0.0008067339658737183,,,,,,,
sub-tree-avg,,,0.035676002502441406,,0.008802413940429688,0.0029375553131103516,0.0010635852813720703,0.009959697723388672,0.85009765625,0.0911865234375,0.00031706690788269043
