,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.17441177368164062,0.82568359375,,,,,
sub-tree-avg,,,0.2928466796875,0.497467041015625,0.004337191581726074,0.20038604736328125,0.004943966865539551
