,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.05080986022949219,0.9490966796875,,,,,
sub-tree-avg,,,0.05817604064941406,0.69036865234375,0.15636062622070312,0.07993698120117188,0.015112116932868958
