,dress,shirt,pant,jacket
parent-tree-avg,0.5513916015625,0.413665771484375,0.0020531415939331055,0.03293931484222412
sub-tree-avg,0.5513916015625,0.413665771484375,0.0020531415939331055,0.03293931484222412
