,dress,shirt,pant,jacket
parent-tree-avg,0.536224365234375,0.42388916015625,0.004680752754211426,0.03517270088195801
sub-tree-avg,0.536224365234375,0.42388916015625,0.004680752754211426,0.03517270088195801
