,dress,shirt,pant,jacket
parent-tree-avg,0.52313232421875,0.463165283203125,0.012722969055175781,0.000997304916381836
sub-tree-avg,0.52313232421875,0.463165283203125,0.012722969055175781,0.000997304916381836
