,dress,shirt,pant,jacket
parent-tree-avg,0.9443359375,0.019150972366333008,0.0034957528114318848,0.03299760818481445
sub-tree-avg,0.9443359375,0.019150972366333008,0.0034957528114318848,0.03299760818481445
