,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.1329803466796875,0.8441162109375,0.011585235595703125,0.011262893676757812,,,,,
sub-tree-avg,,,,,0.635498046875,0.012395858764648438,0.311981201171875,0.004193782806396484,0.03592491149902344
