,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.017911911010742188,0.9820556640625,,,,,
sub-tree-avg,,,0.010618209838867188,0.732269287109375,0.003647327423095703,0.2529182434082031,0.0005318522453308105
