,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.01569664478302002,0.6346778869628906,0.34610915184020996,0.003368094563484192,,,,,
sub-tree-avg,,,,,0.1457672119140625,0.2281341552734375,0.59735107421875,0.019330978393554688,0.009403228759765625
