,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.030542373657226562,0.8001708984375,0.16693496704101562,0.0023376941680908203,,,,,
sub-tree-avg,,,,,0.7044677734375,0.151763916015625,0.046176910400390625,0.034377098083496094,0.06320571899414062
