,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.1900787353515625,0.81005859375,,,,,
sub-tree-avg,,,0.13775634765625,0.6268310546875,0.051937103271484375,0.1339263916015625,0.049561500549316406
