,dress,shirt,pant,jacket
parent-tree-avg,0.5648193359375,0.28910064697265625,0.13097381591796875,0.015165328979492188
sub-tree-avg,0.5648193359375,0.28910064697265625,0.13097381591796875,0.015165328979492188
