,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.12166595458984375,0.8782958984375,,,,,
sub-tree-avg,,,0.12198638916015625,0.5289306640625,0.017087936401367188,0.2314910888671875,0.10042142868041992
