,dress,shirt,pant,jacket
parent-tree-avg,0.6685791015625,0.2458038330078125,0.07722091674804688,0.008437156677246094
sub-tree-avg,0.6685791015625,0.2458038330078125,0.07722091674804688,0.008437156677246094
