,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.3438720703125,0.2487030029296875,0.39386749267578125,0.013500213623046875,,,,,,,
sub-tree-avg,,,0.028652191162109375,,0.0010550916194915771,0.015407085418701172,0.00674748420715332,0.004603147506713867,0.46917724609375,0.4422607421875,0.03211212158203125
