,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.06499862670898438,0.93505859375,,,,,
sub-tree-avg,,,0.024183273315429688,0.8779296875,0.03452873229980469,0.03424835205078125,0.029016658663749695
