,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.008530616760253906,0.04450035095214844,0.9075927734375,0.03933286666870117,,,,,,,
sub-tree-avg,,,0.00041413307189941406,,2.950429916381836e-06,0.00016804039478302002,0.00019857287406921387,0.0005879402160644531,0.9708251953125,0.027719497680664062,0.00022070109844207764
