,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0013182759284973145,0.001118302345275879,0.995361328125,0.002271711826324463,,,,,,,
sub-tree-avg,,,0.03381156921386719,,0.008319377899169922,0.060649871826171875,0.012978553771972656,0.008379936218261719,0.11525726318359375,0.7601318359375,0.00037473440170288086
