,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.03328704833984375,0.6334228515625,0.0033686161041259766,0.32987213134765625,,,,,
sub-tree-avg,,,,,0.016336441040039062,0.02599334716796875,0.9305419921875,0.022809982299804688,0.004261568188667297
