,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0015599727630615234,0.989013671875,0.008856654167175293,0.00047704577445983887,,,,,
sub-tree-avg,,,,,0.7940673828125,0.10081863403320312,0.004089832305908203,0.07525634765625,0.025850534439086914
