,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.008226871490478516,0.01723623275756836,0.8458251953125,0.12863636016845703,,,,,,,
sub-tree-avg,,,0.007035970687866211,,0.0001983642578125,0.001042872667312622,0.0001815706491470337,0.005389690399169922,0.9534912109375,0.029735565185546875,0.002908468246459961
