,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.461151123046875,0.538848876953125,,,,,
sub-tree-avg,,,0.03760719299316406,0.677215576171875,0.009100914001464844,0.1429462432861328,0.13316094875335693
