,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0027315616607666016,0.031256675720214844,0.9644775390625,0.001596689224243164,,,,,,,
sub-tree-avg,,,0.002946615219116211,,1.8075108528137207e-05,0.0006374716758728027,0.00030274689197540283,0.0016016960144042969,0.95263671875,0.04157066345214844,0.0002580881118774414
