,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.011837959289550781,0.010169029235839844,0.9718017578125,0.0062389373779296875,,,,,,,
sub-tree-avg,,,0.013550758361816406,,5.120038986206055e-05,0.013772964477539062,0.06371307373046875,0.009815216064453125,0.0672149658203125,0.83154296875,0.00038954615592956543
