,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.019138336181640625,0.9683837890625,0.0026286840438842773,0.00990915298461914,,,,,
sub-tree-avg,,,,,0.08818817138671875,0.072723388671875,0.8211669921875,0.009549140930175781,0.008263111114501953
