,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.10213661193847656,0.66162109375,0.217926025390625,0.018280029296875,,,,,
sub-tree-avg,,,,,0.149932861328125,0.23996734619140625,0.020660400390625,0.204742431640625,0.384765625
