,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.002180337905883789,0.97412109375,0.02345895767211914,0.0003046989440917969,,,,,
sub-tree-avg,,,,,0.61383056640625,0.218048095703125,0.05278778076171875,0.10469818115234375,0.010719895362854004
