,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0034639835357666016,0.002282857894897461,0.9705810546875,0.023738384246826172,,,,,,,
sub-tree-avg,,,0.023168563842773438,,0.00043976306915283203,0.0307464599609375,0.03334808349609375,0.0041675567626953125,0.0966033935546875,0.81103515625,0.00044670701026916504
