,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0019932985305786133,0.919677734375,0.07610893249511719,0.002247542142868042,,,,,
sub-tree-avg,,,,,0.7603759765625,0.1525421142578125,0.012239456176757812,0.066650390625,0.008225202560424805
