,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.17473602294921875,0.13060665130615234,0.6842041015625,0.010523080825805664,,,,,,,
sub-tree-avg,,,0.027647018432617188,,0.0007481276988983154,0.040877342224121094,0.025691986083984375,0.026760101318359375,0.2150726318359375,0.643310546875,0.019835233688354492
