,dress,shirt,pant,jacket
parent-tree-avg,0.922607421875,0.0723114013671875,0.003981351852416992,0.001069188117980957
sub-tree-avg,0.922607421875,0.0723114013671875,0.003981351852416992,0.001069188117980957
