,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0047724246978759766,0.7017974853515625,0.2768592834472656,0.016490936279296875,,,,,,
sub-tree-avg,,,,,0.2105560302734375,0.012297630310058594,0.0025318264961242676,0.18711090087890625,0.049373626708984375,0.5382080078125
