,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.15868759155273438,0.43035888671875,0.03530693054199219,0.3756103515625,,,,,,
sub-tree-avg,,,,,0.015972137451171875,0.034862518310546875,0.006182670593261719,0.053436279296875,0.00371551513671875,0.8858642578125
