,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.01919841766357422,0.885498046875,0.033304452896118164,0.062163352966308594,,,,,,
sub-tree-avg,,,,,0.08211517333984375,0.0880279541015625,0.010844230651855469,0.2418212890625,0.012360572814941406,0.56475830078125
