,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.461151123046875,0.538848876953125,,,,,,
sub-tree-avg,,,0.03537178039550781,0.6454238891601562,0.008599281311035156,0.05080413818359375,0.133636474609375,0.12623929977416992
