,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.1421499252319336,0.85791015625,,,,,,
sub-tree-avg,,,0.08616256713867188,0.55462646484375,0.04863739013671875,0.2826690673828125,0.024869918823242188,0.003067612648010254
