,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.029064178466796875,0.87841796875,0.08709895610809326,0.00540924072265625,,,,,,
sub-tree-avg,,,,,0.251922607421875,0.300537109375,0.04065704345703125,0.33013916015625,0.015127182006835938,0.06164360046386719
