,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.06688690185546875,0.9141845703125,0.002125263214111328,0.016754150390625,,,,,,
sub-tree-avg,,,,,0.05924224853515625,0.023578643798828125,0.045818328857421875,0.75341796875,0.0193939208984375,0.09860992431640625
