,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.028089523315429688,0.965576171875,0.0030765533447265625,0.0033066272735595703,,,,,,
sub-tree-avg,,,,,0.246734619140625,0.08101654052734375,0.016620635986328125,0.3538818359375,0.09128189086914062,0.21052932739257812
