,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.01090383529663086,0.760986328125,0.21518421173095703,0.012929856777191162,,,,,,
sub-tree-avg,,,,,0.32879638671875,0.1877899169921875,0.005695819854736328,0.18291473388671875,0.031581878662109375,0.26323699951171875
