,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.00285223126411438,0.0028426647186279297,0.989990234375,0.0042449235916137695,,,,,,,
sub-tree-avg,,,0.051433563232421875,,0.0052378177642822266,0.04974365234375,0.05663299560546875,0.031414031982421875,0.04071807861328125,0.76220703125,0.0025656968355178833
