,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.001981496810913086,0.97900390625,0.0005317926406860352,0.018474578857421875,,,,,
sub-tree-avg,,,,,0.048206329345703125,0.13265228271484375,0.8052978515625,0.0133056640625,0.0004602968692779541
