,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0011322498321533203,0.993408203125,0.005388736724853516,0.00019848346710205078,,,,,
sub-tree-avg,,,,,0.867431640625,0.06011199951171875,0.008025169372558594,0.0611419677734375,0.0033898353576660156
