,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.005933105945587158,0.01204538345336914,0.9818115234375,0.0004201829433441162,,,,,,,
sub-tree-avg,,,0.09323501586914062,,0.07628440856933594,0.027912139892578125,0.0072422027587890625,0.017378807067871094,0.04230499267578125,0.7352294921875,0.00042492151260375977
