,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.00252532958984375,0.011682510375976562,0.98193359375,0.0038793087005615234,,,,,,,
sub-tree-avg,,,0.0800018310546875,,0.8302001953125,0.0344696044921875,0.001227259635925293,0.02724456787109375,0.008109569549560547,0.016714096069335938,0.0021452903747558594
