,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.01919841766357422,0.885498046875,0.033304452896118164,0.062163352966308594,,,,,
sub-tree-avg,,,,,0.12499237060546875,0.11712646484375,0.01575183868408203,0.018622398376464844,0.7235107421875
