,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0008947402238845825,0.018605858087539673,0.977783203125,0.002672731876373291,,,,,,,
sub-tree-avg,,,0.05307483673095703,,0.00015138089656829834,0.0057059526443481445,0.03473687171936035,0.016466617584228516,0.579345703125,0.31003570556640625,0.0005300194025039673
