,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0011019408702850342,0.9949951171875,0.0032854080200195312,0.000558018684387207,,,,,
sub-tree-avg,,,,,0.97412109375,0.0018014907836914062,0.0013263225555419922,0.016569137573242188,0.006111741065979004
