,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.00046774744987487793,0.9732666015625,0.025956153869628906,0.0002340078353881836,,,,,
sub-tree-avg,,,,,0.897216796875,0.0449066162109375,0.012194633483886719,0.039325714111328125,0.006310224533081055
