,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.225341796875,0.57269287109375,0.055187225341796875,0.1467132568359375,,,,,
sub-tree-avg,,,,,0.037872314453125,0.230682373046875,0.7109375,0.014440536499023438,0.0061588287353515625
